weights_index,architecture,flop,params,train_time10,train_acc10,valid_acc10,train_time50,train_acc50,valid_acc50,test_acc50,gpu_latency,rasp_latency,fpga_latency,mcu_latency
001-63,"Genotype(normal=[('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('skip_connect', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 0), ('none', 2), ('avg_pool_3x3', 0), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",424.99296,2.57995,0:16:34,78.694,82.88,1:23:14,89.09,92.94,92.93999747,23.46573954,279.46,328.23,447.77
001-64,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",507.162816,3.064222,0:18:42,79.75,81.13,1:33:46,91.748,93.78,93.7799975,26.1753581,232.91,468.43,548.65
001-65,"Genotype(normal=[('sep_conv_5x5', 1), ('skip_connect', 0), ('skip_connect', 0), ('max_pool_3x3', 1), ('skip_connect', 2), ('none', 0), ('dil_conv_5x5', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('none', 2), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('none', 0), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",359.522496,2.190934,0:12:58,80.346,81.24,1:05:07,91.258,93.18,93.17999758,19.26414781,290.69,325.3,459.54
001-66,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",507.162816,3.064222,0:18:41,79.642,82.12,1:33:48,91.798,93.64,93.6499972,26.15220537,292.04,400.79,464.8
001-67,"Genotype(normal=[('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('none', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('none', 1), ('none', 0), ('max_pool_3x3', 2), ('none', 0), ('skip_connect', 2), ('skip_connect', 0), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",404.53344,2.42875,0:16:16,76.762,81.85,1:21:44,86.306,92.19,92.18999751,23.16846228,197.76,368.11,506.34
001-69,"Genotype(normal=[('sep_conv_5x5', 1), ('none', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('none', 1), ('skip_connect', 0), ('dil_conv_5x5', 2), ('avg_pool_3x3', 0), ('max_pool_3x3', 2), ('skip_connect', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",495.329472,3.032254,0:20:01,77.46,82.27,1:40:24,88.204,92.97,92.96999758,27.33386502,223.81,480.28,510.66
001-71,"Genotype(normal=[('avg_pool_3x3', 1), ('none', 0), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('none', 0), ('dil_conv_3x3', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",420.679872,2.57563,0:16:16,77.246,82.54,1:21:37,89.434,92.55,92.54999738,23.07568121,258.88,380.14,495.05
001-73,"Genotype(normal=[('none', 1), ('sep_conv_3x3', 0), ('none', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('none', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",469.810368,2.88991,0:18:16,78.208,81,1:31:50,88.132,93.18,93.17999744,25.42554812,250.89,332.37,461.65
001-75,"Genotype(normal=[('max_pool_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('dil_conv_3x3', 1), ('none', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('dil_conv_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",447.166656,2.73763,0:16:56,77.294,82.64,1:25:04,88.014,92.49,92.48999744,23.9639009,224.78,306.85,408.77
001-76,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",507.162816,3.064222,0:18:45,79.996,82.07,1:34:19,91.772,93.63,93.63999749,26.12887754,253.68,396.55,469.07
001-77,"Genotype(normal=[('max_pool_3x3', 1), ('avg_pool_3x3', 0), ('none', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('none', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 2), ('none', 0), ('avg_pool_3x3', 2), ('dil_conv_5x5', 2), ('skip_connect', 0)], reduce_concat=range(2, 6))",404.53344,2.459206,0:15:54,78.056,75.49,1:19:52,89.74,93.1,93.0999976,22.35389156,259.69,387.05,504.61
001-79,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('none', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 2), ('skip_connect', 0)], reduce_concat=range(2, 6))",515.761344,3.164014,0:20:19,73.72,78.09,1:42:11,85.97,91.76,91.75999764,28.13730125,290.47,454.75,446.95
001-81,"Genotype(normal=[('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 2), ('skip_connect', 0), ('none', 1)], normal_concat=range(2, 6), reduce=[('none', 0), ('dil_conv_5x5', 1), ('none', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",486.50976,2.984518,0:18:41,76.442,82.76,1:34:01,88.804,93.08,93.07999756,26.32336116,207.76,337.45,427.98
001-83,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('skip_connect', 0), ('sep_conv_5x5', 2), ('dil_conv_3x3', 2), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",590.908608,3.652174,0:23:12,76.432,79.92,1:56:26,88.236,92.77,92.76999749,31.74200101,270.85,485.4,527.66
001-84,"Genotype(normal=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",507.162816,3.064222,0:18:46,80.252,80.09,1:34:16,91.894,93.46,93.44999766,26.18601055,175.2,322,539.4
001-85,"Genotype(normal=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_5x5', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 2), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",363.282624,2.249686,0:14:48,77.898,82.99,1:14:19,88.268,92.46,92.45999769,21.28021646,293.07,442.36,438.5
001-86,"Genotype(normal=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",507.162816,3.064222,0:18:49,80.198,78.96,1:34:13,91.872,93.73,93.72999727,26.20214534,246.53,493.23,486.33
001-87,"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('skip_connect', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('none', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 2), ('sep_conv_3x3', 0), ('max_pool_3x3', 2), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",542.386368,3.275038,0:21:46,77.542,82.42,1:49:12,89.62,93.11,93.1099975,30.5575911,151.63,348.15,519.72
001-88,"Genotype(normal=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",472.049856,2.860102,0:17:06,81.866,84.72,1:25:41,93.262,94.12,94.11999745,24.01125703,289.31,470.45,514.65
001-89,"Genotype(normal=[('none', 0), ('max_pool_3x3', 1), ('none', 0), ('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('none', 0), ('skip_connect', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 2), ('skip_connect', 0), ('max_pool_3x3', 2), ('none', 0)], reduce_concat=range(2, 6))",344.841408,2.113822,0:13:54,76.5,80.86,1:09:52,87.426,92.38,92.37999757,19.80562162,184.85,341.02,445.86
001-91,"Genotype(normal=[('max_pool_3x3', 0), ('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('none', 0), ('sep_conv_3x3', 2), ('skip_connect', 2), ('skip_connect', 0), ('sep_conv_5x5', 2), ('none', 0)], reduce_concat=range(2, 6))",281.3616,1.728262,0:11:19,78.148,80.87,0:56:52,88.53,92.58,92.57999753,16.38488779,251.42,435.52,516.9
001-93,"Genotype(normal=[('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 0), ('none', 2), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('none', 2), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",337.07232,2.08207,0:14:06,77.168,83.59,1:10:51,88.89,92.19,92.18999755,20.10690413,297.92,431.18,460.23
001-95,"Genotype(normal=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 0), ('dil_conv_3x3', 2), ('none', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",446.171328,2.723806,0:17:17,79.92,82.24,1:26:45,90.756,93.37,93.36999749,24.31055827,157.44,309.92,442.45
001-97,"Genotype(normal=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 0), ('avg_pool_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",383.078592,2.350126,0:14:49,79.14,83.21,1:14:26,89.874,93.22,93.22999764,21.43598523,203.17,326.47,446.89
001-99,"Genotype(normal=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('none', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('none', 0), ('none', 0), ('sep_conv_5x5', 2), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",415.371456,2.55835,0:16:24,77.172,80.43,1:22:24,88.43,92.79,92.78999744,23.22175555,240.22,378.94,444.73
003-00,"Genotype(normal=[('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 2), ('dil_conv_3x3', 3), ('sep_conv_5x5', 3), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 2), ('dil_conv_3x3', 3), ('skip_connect', 0), ('skip_connect', 1)], reduce_concat=range(2, 6))",481.228992,2.927494,0:19:04,74.15,80.3,1:35:04,85.926,91.17,91.16999751,26.11112247,297.87,476.13,432.24
003-01,"Genotype(normal=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 2), ('none', 3), ('sep_conv_5x5', 4), ('none', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",527.124672,3.27007,0:20:15,72.306,77.94,1:41:35,81.354,90.77,90.76999751,28.19945154,299.23,356.63,422.38
003-02,"Genotype(normal=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 1), ('sep_conv_5x5', 1), ('none', 2), ('sep_conv_5x5', 4), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('sep_conv_5x5', 1)], reduce_concat=range(2, 6))",617.42304,3.728854,0:24:23,72.364,81.43,2:02:39,84.274,91.23,91.22999738,34.15475507,155.2,436.51,455.9
003-03,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",783.145152,4.738006,0:31:14,63.982,67.11,2:36:26,80.648,88.83,88.8299973,42.52987638,196.85,397.48,471.94
003-04,"Genotype(normal=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",678.691008,4.132558,0:26:46,72.456,76,2:14:25,84.404,91.53,91.52999755,36.7355957,151.16,406.41,433.14
003-05,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('none', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('none', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",642.693312,3.921526,0:25:12,66.896,71.3,2:05:43,82.68,89.95,89.94999761,34.44592185,156.95,364.06,419.34
003-06,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('none', 2), ('none', 3), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",655.964352,3.976822,0:25:42,65.886,63.94,2:09:30,82.382,89.72,89.72999768,35.67313876,278.2,454.81,516.24
003-07,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('none', 1), ('none', 1), ('sep_conv_5x5', 2), ('sep_conv_3x3', 2), ('none', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",562.984128,3.424942,0:21:45,61.508,66.19,1:49:13,68.968,87.25,87.24999747,30.14120636,299.08,362.46,426
003-08,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('none', 1), ('none', 1), ('sep_conv_3x3', 3), ('none', 2), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",560.965824,3.471814,0:21:23,59.356,64.25,1:47:40,67.412,86.56,86.56999774,29.45026636,252.24,377.91,487.69
003-09,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('none', 2), ('sep_conv_5x5', 1), ('none', 1), ('sep_conv_3x3', 3), ('sep_conv_3x3', 1), ('none', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",562.984128,3.424942,0:21:38,66.456,70.24,1:48:47,82.378,90.08,90.07999762,30.13879056,279.13,457.86,538.81
003-10,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('none', 2), ('sep_conv_3x3', 0), ('none', 1), ('sep_conv_5x5', 2), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",562.984128,3.424942,0:21:39,70.576,74.08,1:48:57,82.826,91.05,91.04999775,30.19190326,150.71,430.45,453.2
003-11,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('none', 2), ('sep_conv_3x3', 0), ('none', 1), ('sep_conv_3x3', 3), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",549.713088,3.369646,0:20:59,69.854,75.5,1:45:21,82.182,90.78,90.76999747,29.04373789,206.27,478.44,415.42
003-14,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('sep_conv_5x5', 1), ('none', 1), ('sep_conv_3x3', 3), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",549.713088,3.369646,0:20:57,66.802,72.6,1:45:22,80.85,90.27,90.26999771,29.02660847,197.17,318.18,412.35
003-15,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('sep_conv_3x3', 0), ('none', 1), ('sep_conv_3x3', 3), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",537.326784,3.321262,0:20:15,71.122,77.02,1:41:54,82.988,91.15,91.14999756,27.98455548,168.58,460,507.55
003-16,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('dil_conv_5x5', 0), ('none', 1), ('sep_conv_3x3', 3), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",514.600128,3.165526,0:19:22,70.894,73.38,1:37:35,82.51,90.71,90.70999762,26.90568695,256.67,368.21,448.05
003-17,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('dil_conv_5x5', 0), ('none', 1), ('dil_conv_3x3', 3), ('none', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",485.68032,2.985598,0:18:26,72.09,77.93,1:32:24,82.31,91.08,91.07999744,25.40214124,254.97,329.99,545.7
003-18,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('sep_conv_3x3', 0), ('none', 1), ('dil_conv_3x3', 2), ('none', 1), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",508.406976,3.141334,0:19:12,74.724,80.09,1:36:45,86.89,92.05,92.04999741,26.47209392,276.38,361.5,504.92
003-19,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('dil_conv_5x5', 0), ('none', 1), ('dil_conv_3x3', 0), ('none', 1), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('none', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",485.68032,2.985598,0:18:19,77.762,83.39,1:31:34,88.366,93.03,93.0299974,25.3493402,213.72,342.1,505.44
